,Disease,ID,Symptoms
1099,Fibroids,115,pedunculated – subserosal or submucosal fibroids that are attached to the womb with a narrow stalk of tissue
1100,Fibroids,115,over-the-counter pain relief like ibuprofen
1101,Fibroids,115,the contraceptive pill which can reduce heavy menstrual bleeding
1102,Fibroids,115,medication taken only during your period that can reduce heavy menstrual bleeding
1103,Fibroids,115,medicines that can shrink fibroids by lowering your oestrogen and progesterone levels
1104,Fibroids,115,"in rare cases, surgery"
1105,Fibromyalgia,116,your stress levels
1106,Fibromyalgia,116,changes in the weather
1107,Fibromyalgia,116,how physically active you are
1108,Fibromyalgia,116,an ache
1109,Fibromyalgia,116,a burning sensation
1110,Fibromyalgia,116,"a sharp, stabbing pain"
1111,Fibromyalgia,116,hyperalgesia – when you're extremely sensitive to pain
1112,Fibromyalgia,116,"allodynia – when you feel pain from something that shouldn't be painful at all, such as a very light touch"
1113,Fibromyalgia,116,trouble remembering and learning new things
1114,Fibromyalgia,116,problems with attention and concentration
1115,Fibromyalgia,116,slowed or confused speech
1116,Fibromyalgia,116,dizziness and clumsiness
1117,Fibromyalgia,116,feeling too hot or too cold – this is because you're not able to regulate your body temperature properly
1118,Fibromyalgia,116,restless legs syndrome (an overwhelming urge to move your legs)
1119,Fibromyalgia,116,"tingling, numbness, prickling or burning sensations in your hands and feet (pins and needles, also known as paraesthesia)"
1120,Fibromyalgia,116,"in women, unusually painful periods"
1121,Fibromyalgia,116,anxiety
1122,Fibromyalgia,116,depression
1123,Fibromyalgia,116,constantly feeling low
1124,Fibromyalgia,116,feeling hopeless and helpless
1125,Fibromyalgia,116,losing interest in the things you usually enjoy
1126,Flatulence,117,chewing gum
1127,Flatulence,117,smoking
1128,Flatulence,117,sucking on pen tops or hard sweets
1129,Flatulence,117,having loose-fitting dentures
1130,Flatulence,117,not chewing food slowly and thoroughly – swallowing large pieces of food causes you to swallow more air
1131,Flatulence,117,beans
1132,Flatulence,117,broccoli
1133,Flatulence,117,cabbage
1134,Flatulence,117,cauliflower
1135,Flatulence,117,artichokes
1136,Flatulence,117,raisins
1137,Flatulence,117,pulses
1138,Flatulence,117,lentils
1139,Flatulence,117,onions
1140,Flatulence,117,prunes
1141,Flatulence,117,apples
1142,Flatulence,117,Brussels sprouts
1143,Flatulence,117,indigestion
1144,Flatulence,117,constipation
1145,Flatulence,117,"irritable bowel syndrome (IBS) – a common digestive condition, which can cause stomach cramps, bloating, diarrhoea and constipation"
1146,Flatulence,117,"coeliac disease – an intolerance to a protein called gluten, found in wheat, rye and barley"
1147,Flatulence,117,lactose intolerance – where the body is unable to break down lactose (a natural sugar found in milk and dairy products) and can't absorb it into the blood
1148,Flatulence,117,gastroenteritis – a stomach and bowel infection
1149,Flatulence,117,malabsorption – where the intestines are unable to absorb nutrients properly
1150,Flatulence,117,giardiasis – an infection of the digestive system caused by tiny parasites
1151,Flatulence,117,"non-steroidal anti-inflammatory drugs (NSAIDs), such as ibuprofen"
1152,Flatulence,117,some laxatives
1153,Flatulence,117,antifungal medicines
1154,Flatulence,117,statins
1155,Flu,118,tonsillitis – inflammation of the tonsils
1156,Flu,118,otitis media – an infection of the middle ear
1157,Flu,118,"sinusitis – inflammation of the lining of the sinuses (small, air-filled cavities behind your cheekbones and forehead)"
1158,Flu,118,febrile seizures (convulsions) – a fit that can happen when a child has a fever
1159,Flu,118,meningitis – infection in the brain and spinal cord
1160,Flu,118,encephalitis – inflammation of the brain
1161,Foetal alcohol syndrome,119,null
1162,Food poisoning,120,feeling sick (nausea)
1163,Food poisoning,120,vomiting
1164,Food poisoning,120,"diarrhoea, which may contain blood or mucus"
1165,Food poisoning,120,stomach cramps and abdominal pain
1166,Food poisoning,120,a lack of energy and weakness
1167,Food poisoning,120,loss of appetite
1168,Food poisoning,120,a high temperature (fever)
1169,Food poisoning,120,aching muscles
1170,Food poisoning,120,chills
1171,Food poisoning,120,"your symptoms are severe – for example, if you're unable to keep down any fluids because you are vomiting repeatedly"
1172,Food poisoning,120,your symptoms don't start to improve after a few days
1173,Food poisoning,120,"you have symptoms of severe dehydration, such as confusion, a rapid heartbeat, sunken eyes and passing little or no urine"
1174,Food poisoning,120,you're pregnant
1175,Food poisoning,120,you're over 60
1176,Food poisoning,120,your baby or young child has suspected food poisoning
1177,Food poisoning,120,"you have a long-term underlying condition, such as inflammatory bowel disease (IBD), heart valve disease, diabetes or kidney disease"
1178,Food poisoning,120,"you have a weak immune system – for example, because of medication, cancer treatment or HIV"
1179,Food poisoning,120,not cooking food thoroughly (particularly meat)
1180,Food poisoning,120,not correctly storing food that needs to be chilled at below 5C
1181,Food poisoning,120,leaving cooked food for too long at warm temperatures
1182,Food poisoning,120,not sufficiently reheating previously cooked food
1183,Food poisoning,120,someone who is ill or who has dirty hands touching the food
1184,Food poisoning,120,"eating food that has passed its ""use by"" date"
1185,Food poisoning,120,the spread of bacteria between contaminated foods (cross-contamination)
1186,Food poisoning,120,raw meat and poultry
1187,Food poisoning,120,raw eggs
1188,Food poisoning,120,raw shellfish
1189,Food poisoning,120,unpasteurised milk
1190,Food poisoning,120,"""ready-to-eat"" foods, such as cooked sliced meats, pâté, soft cheeses and pre-packed sandwiches"
1191,Functional neurological disorder (FND),121,"chronic pain, including fibromyalgia, back and neck pain, and complex regional pain syndrome"
1192,Functional neurological disorder (FND),121,persistent fatigue
1193,Functional neurological disorder (FND),121,sleep problems including insomnia (not sleeping enough) and hypersomnia (sleeping too much)
1194,Functional neurological disorder (FND),121,migraines and other types of headache and facial pain
1195,Functional neurological disorder (FND),121,irritable bowel syndrome and other problems with the function of your stomach and bowel
1196,Functional neurological disorder (FND),121,anxiety and panic attacks
1197,Functional neurological disorder (FND),121,depression
1198,Functional neurological disorder (FND),121,post-traumatic stress disorder
1199,Functional neurological disorder (FND),121,chronic urinary retention despite all tests being normal (which may be diagnosed as Fowlers syndrome)
1200,Functional neurological disorder (FND),121,dysfunctional breathing
1201,Functional neurological disorder (FND),121,the brain trying to get rid of a painful sensation
1202,Functional neurological disorder (FND),121,a migraine or other neurological symptom
1203,Functional neurological disorder (FND),121,the brain shutting down a part or all of the body in response to a situation it thinks is threatening
1204,Fungal nail infection,122,null
1205,Symptom may not be a bullet point,123,null
1206,Gallstones,124,"pain in your upper abdomen that travels towards your shoulder blade (unlike biliary colic, the pain usually lasts longer than five hours)"
1207,Gallstones,124,a high temperature (fever) of 38C (100.4F) or above
1208,Gallstones,124,a rapid heartbeat
1209,Gallstones,124,yellowing of the skin and eyes
1210,Gallstones,124,dark brown urine
1211,Gallstones,124,pale stools
1212,Gallstones,124,itching
1213,Gallstones,124,pain in your upper abdomen that travels towards your shoulder blade
1214,Gallstones,124,a high temperature
1215,Gallstones,124,jaundice
1216,Gallstones,124,chills
1217,Gallstones,124,confusion
1218,Gallstones,124,itchy skin
1219,Gallstones,124,generally feeling unwell
1220,Gallstones,124,feeling sick
1221,Gallstones,124,being sick
1222,Gallstones,124,diarrhoea
1223,Gallstones,124,loss of appetite
1224,Gallstones,124,a high temperature (fever) of 38C (100.4F) or above
1225,Gallstones,124,tenderness of the abdomen
1226,Gallstones,124,"less commonly, jaundice"
1227,Gallstones,124,fluids into a vein (intravenous fluids)
1228,Gallstones,124,pain relief
1229,Gallstones,124,nutritional support
1230,Gallstones,124,oxygen through tubes into your nose
1231,Gallstones,124,abdominal pain
1232,Gallstones,124,high temperature (fever) of 38C (100.4F) or above
1233,Gallstones,124,jaundice
1234,Gallstones,124,abdominal pain
1235,Gallstones,124,being sick
1236,Gallstones,124,swelling of the abdomen
1237,Gallstones,124,constipation
1238,Symptom may not be a bullet point,125,null
1239,Gastroenteritis,126,null
1240,Gastro-oesophageal reflux disease (GORD),127,heartburn (an uncomfortable burning sensation in the chest that often occurs after eating)
1241,Gastro-oesophageal reflux disease (GORD),127,"acid reflux (where stomach acid comes back up into your mouth and causes an unpleasant, sour taste)"
1242,Gastro-oesophageal reflux disease (GORD),127,"oesophagitis (a sore, inflamed oesophagus)"
1243,Gastro-oesophageal reflux disease (GORD),127,bad breath
1244,Gastro-oesophageal reflux disease (GORD),127,bloating and belching
1245,Gastro-oesophageal reflux disease (GORD),127,feeling or being sick
1246,Gastro-oesophageal reflux disease (GORD),127,pain when swallowing and/or difficulty swallowing
1247,Gastro-oesophageal reflux disease (GORD),127,you have symptoms several times a week
1248,Gastro-oesophageal reflux disease (GORD),127,over-the-counter medications aren't helping
1249,Gastro-oesophageal reflux disease (GORD),127,your symptoms are severe
1250,Gastro-oesophageal reflux disease (GORD),127,you have difficulty swallowing
1251,Gastro-oesophageal reflux disease (GORD),127,"you have possible signs of a more serious problem, such as persistent vomiting, vomiting blood or unexplained weight loss"
